nsd_Id,v_coco_id
63354,480629
18499,309169
9259,19275
9596,544574
29328,85826
55714,451099
65821,227918
66178,229304
63154,516875
20825,54007
15307,561437
16914,138103
50278,429935
16816,566173
33797,365170
55519,450340
43272,547617
68725,501381
35188,108425
36659,376531
35876,111121
69287,319342
39333,124861
72591,42404
69998,506335
47136,417416
72102,252495
46709,153639
71233,511127
7847,516856
9350,19501
56186,190689
39727,388512
17185,305156
37639,380330
51430,434561
56534,454143
26945,338802
863,493905
46889,416477
12731,291696
20008,575835
21849,319440
27387,78436
69212,503155
43879,404546
64896,486545
53892,181837
12139,289971
6107,533976
40301,390689
3570,393534
34490,367850
62510,215176
68640,214571
28579,82940
48581,376347
12571,291262
71674,512941
31,376900
37746,118614
25114,331858
11933,354070
15626,300326
60401,469200
10288,546667
71558,250309
54228,445250
62961,479035
26164,335824
468,378116
17175,42979
47044,417016
54617,6151
57543,338501
36130,193444
20771,316007
8968,18444
65822,227928
58548,461996
25592,333665
3172,625
22095,400175
32330,540503
49510,164680
5686,532689
61540,211325
54928,185945
55261,31202
70156,506950
15801,563045
31354,93493
28596,345149
1173,492282
37105,116173
18975,572749
33685,102599
69940,506061
49335,163992
12490,291009
28752,345751
58526,461898
33222,362884
60911,471117
49743,427762
30018,88576
19877,51175
30004,350668
10885,548544
37731,118564
56810,193112
18526,309284
629,296649
9704,544857
45738,345419
6487,535179
37430,117371
31118,277575
72544,254244
51673,435454
13780,32627
51193,72256
22678,322629
55405,187765
41974,397349
16949,7049
23219,324595
68189,237188
62542,215288
46269,413955
16294,564596
12124,552065
44416,406608
35572,372043
11103,549114
56868,193373
64693,223740
37453,379578
51475,434746
55272,187244
12900,292187
4554,266977
41421,395198
9182,543347
58468,426469
13002,292464
49182,163350
13671,32300
53076,440877
50011,428830
16602,41212
24703,68128
25997,73035
6696,535811
38987,457476
20147,51982
34122,366379
6791,273961
8826,18020
72362,515704
72882,517636
11658,26507
34552,368049
20171,314204
46439,25425
32827,361394
17856,45086
41081,131593
12486,553148
617,214703
57472,457889
10142,284098
7251,13278
27940,80481
68832,239670
65064,487228
50884,170208
28001,80714
52518,438721
17795,569196
31152,92700
46175,413625
18443,308967
14798,559908
5423,531815
46027,413044
1458,364557
57225,194774
54684,447130
2523,203629
72841,255358
65679,227422
29951,350444
34952,369667
18294,570680
531,542127
61678,474024
5390,269580
52469,438504
22023,54304
775,84031
31283,355370
17009,549284
1720,94944
25838,334645
65713,227550
33670,364677
60893,471073
33447,363826
35788,110769
1675,438907
51018,432897
4830,5670
10058,545978
34663,368460
23609,64036
52277,175606
3050,262414
60308,206684
46688,153570
10801,23991
25812,72368
5497,558917
63493,481124
9381,281725
11684,26576
68160,499200
11316,549789
18210,570458
43820,404283
59134,464372
21527,318444
53992,444362
30483,352427
63061,479461
62577,42089
60247,468603
259,107226
2379,563648
18787,572194
552,255483
20094,313953
8097,540183
27709,79641
43951,404823
11363,549937
46733,153717
34366,105220
27674,231705
51984,174504
58260,198721
69554,504534
48294,421978
1686,184978
56570,454282
29823,87811
52959,178283
67561,234616
28308,344045
8433,16961
72994,518052
54939,185991
56082,452471
36326,112992
50609,169089
52998,440592
54954,186056
29117,85007
47294,419212
61427,473042
63064,217323
12914,554374
32663,360767
39332,124859
72371,253584
64373,222442
46073,151084
72945,517855
31783,357228
11675,550842
71500,250083
1203,27972
10248,22265
53935,181980
72310,515485
54152,444953
8365,278853
2632,457884
1076,19402
1881,193674
64352,222346
29758,364113
72802,255239
12474,290979
31437,355918
40885,392990
27768,79852
49033,424933
60514,165658
55688,188817
27819,231795
49717,165531
22870,323379
21097,317018
67915,498175
66578,493004
3588,526257
42219,284831
38270,91307
61196,209989
1939,380711
26610,75375
2678,515350
49684,165401
67859,235799
31891,357690
58967,463640
41772,396519
50171,43829
50082,429159
6273,10216
49045,162855
36066,111823
66774,235479
54801,380429
150,426376
16665,303543
32403,359719
68859,501926
25582,333629
68877,501982
29581,86843
30474,352401
57942,197540
20994,54516
42016,397475
17859,45094
60716,208274
28720,345634
24790,68408
1255,3553
70457,246014
6714,535871
