v_coco_id,coco_Id
False,412922
False,573572
False,571158
False,406342
False,251600
True,160001
False,256013
False,101270
False,66127
False,36492
False,444453
False,179203
False,224426
False,41832
False,413400
False,187563
False,19074
False,154916
False,56585
False,106387
False,110501
False,446974
False,381661
False,457491
False,225198
True,127153
False,421996
False,56303
False,161062
False,467572
False,26432
False,552842
False,121651
False,299773
False,480400
False,408965
True,490705
True,529227
False,305423
False,58141
False,515006
False,64149
False,551791
False,220058
False,98480
False,377583
False,24734
False,177860
False,267731
False,341815
False,273466
False,280551
False,452807
False,395203
False,440792
False,268114
False,225299
False,252604
False,152600
False,419971
False,438478
False,581709
False,287341
False,404981
False,508557
False,564868
False,115422
False,478927
False,55285
True,461147
False,235984
False,189387
False,315564
False,408362
False,55694
True,212800
False,532747
False,572282
False,369511
False,358620
False,160837
False,2618
False,289231
True,394724
False,439251
False,69805
False,179611
False,187543
False,89947
False,546959
False,37394
False,464519
False,45771
False,478195
False,125252
False,8731
False,443254
False,39589
False,434089
False,244471
False,468121
True,3310
False,18014
False,103307
False,532015
False,9275
False,42091
False,194738
True,151075
False,239888
False,578580
False,66858
False,196311
True,61293
False,462839
False,178935
False,10710
False,412910
False,40205
False,548921
False,507642
False,361638
False,418198
False,126995
False,440344
False,135937
False,114077
False,96894
False,350344
False,235722
False,373415
False,442062
False,227552
False,336001
False,85827
False,556544
False,114024
False,205650
False,121622
False,453222
False,171429
False,413616
False,383129
False,562999
False,504744
False,194054
False,287469
False,477673
False,365232
False,138434
False,121493
False,433373
False,430776
False,464462
False,104865
False,22274
False,96845
False,538822
False,500898
True,487521
False,405531
True,226498
False,267844
False,89908
True,153262
False,248167
False,335063
False,552157
False,443006
False,380344
False,211756
False,147082
False,128180
False,324277
False,418178
False,184746
False,553931
False,155244
False,97049
False,443179
False,302084
False,329634
True,341145
False,51844
False,85215
False,168803
False,443790
False,145062
False,81
False,271338
False,201770
False,412604
False,405055
False,280852
False,309511
False,285493
False,564404
False,130352
False,308080
False,58630
False,137970
False,560530
False,482913
False,443319
False,509822
True,172874
False,10681
False,210080
False,135965
False,270278
False,293153
False,198682
False,509702
False,8495
False,202888
False,126070
False,418675
False,179327
False,309257
False,479504
False,571790
False,580813
False,476481
False,302298
False,531392
False,37779
False,118379
False,27890
False,507996
False,70687
False,332574
False,301160
False,441952
False,62927
False,475510
False,384323
False,156066
False,98194
False,526166
False,273250
False,123469
False,183704
False,81555
False,71407
False,37205
False,423881
False,488011
False,32843
True,126064
False,322325
False,41606
False,18683
False,502808
False,18491
True,232760
False,276644
False,151434
False,74863
False,116134
False,549915
False,75257
False,318646
False,563437
False,103667
False,60547
False,458069
False,27873
False,100407
False,391754
False,390190
False,45446
True,244455
False,83002
False,317367
True,7500
False,564602
False,77118
False,418692
False,239352
False,505934
False,148602
False,156543
False,126608
False,250043
False,430096
False,405456
False,255093
False,185774
False,104408
False,205247
False,79651
False,317560
False,430889
False,217468
False,456292
False,167375
False,387762
False,554106
False,233039
False,497322
False,323583
False,76462
False,149221
False,531759
False,153780
False,248355
False,422810
False,478862
False,453644
False,273132
False,283426
False,210907
False,241945
False,337479
False,22487
False,294244
False,483357
False,565047
False,57992
False,335861
False,210642
False,468825
False,513688
False,355159
False,309160
False,311691
False,86467
False,336812
False,286930
True,139526
False,433770
False,36748
False,187282
False,199715
True,282225
False,90872
False,32990
False,297269
False,267699
True,184227
False,256180
False,165064
False,913
True,576652
False,419994
False,18295
False,316723
False,536902
False,571683
False,516607
False,180968
False,26958
False,50586
False,62307
False,16683
False,324882
False,360045
False,573337
False,50695
False,549390
False,62815
False,197329
False,514563
False,282808
False,390322
False,195673
False,152108
False,191190
False,373970
False,98969
False,246246
False,373022
False,157393
False,337511
False,267684
False,555683
False,24032
False,572179
False,405964
False,205851
False,251084
False,402174
False,211402
False,137016
False,19723
False,485148
False,482780
False,3353
False,328981
False,32356
False,399276
False,419854
False,35767
True,406982
False,458724
False,466259
False,15586
False,67647
False,16169
False,460408
False,418711
False,15126
False,27298
False,387480
False,461878
True,343542
False,562124
False,502300
True,95916
False,538792
True,577373
False,122776
False,544705
False,82738
False,287725
False,492627
False,52044
True,279438
False,376875
True,511127
False,317838
False,397211
False,248459
False,384338
False,138567
False,71310
False,300415
False,473985
False,568191
False,331224
False,486008
False,472216
False,72430
False,128838
False,328301
False,33669
False,152488
False,447090
False,339535
False,381509
False,57545
False,148516
False,67798
False,369139
False,224677
False,560715
False,143745
True,12280
False,167453
False,282901
False,507769
False,517276
False,361619
False,264244
False,570659
