nsd_Id,v_coco_id
48340,160001
39922,127153
66004,490705
4582,529227
44654,461147
2876,212800
41307,394724
4053,3310
46071,151075
22888,61293
65145,487521
65440,226498
46620,153262
27545,341145
51552,172874
39645,126064
67075,232760
47303,244455
5412,7500
43152,139526
9534,282225
54500,184227
20274,576652
44495,406982
31326,343542
31993,95916
20502,577373
8553,279438
71233,511127
1448,12280
38771,122586
35464,371633
26551,337339
28501,82704
39647,126067
64065,221282
23368,325243
53892,181837
2595,449603
5253,6935
39336,98596
36472,113571
3,385029
28598,345154
71517,250162
72863,517579
21308,579891
45098,461443
58184,198424
12040,27562
18331,46492
49807,428019
11933,354070
61159,209842
23343,325115
12501,553188
68850,39958
67682,497216
50561,431062
432,427160
62961,479035
26164,335824
56763,192932
67020,232544
2057,521819
15605,38117
57543,338501
33353,363433
54978,448280
64435,484842
65822,227928
6299,272459
45832,412285
46769,153864
66266,491784
38778,150955
3172,625
7420,13800
58098,460240
52869,440093
39659,39115
1800,95155
35396,109232
57789,196912
31166,92761
49284,425917
28596,345149
69407,83996
12974,554541
54029,444502
28752,345751
9044,542938
14896,298065
58131,469941
67566,234642
12808,48653
24466,67269
70050,244387
50765,431859
51021,432908
45170,409667
1523,246883
58729,200563
30399,352142
31459,93853
27202,318785
50143,167270
23194,62363
40491,65244
32953,361860
46737,415889
46095,413289
17487,568179
30554,352681
56868,193373
14693,559550
34910,369491
36619,376393
51144,171201
2593,393056
67370,496058
29820,349928
38256,382715
14538,34786
13511,556083
6785,536087
34903,369460
16459,302960
45452,148646
26462,74838
45701,411740
41009,131339
55562,468299
32706,365993
64215,386504
49107,163085
54181,445046
50023,421005
52295,437831
14255,33958
11018,24621
14583,34900
25238,70258
42064,135499
65661,227325
63376,218569
11760,551074
70214,558089
6368,10526
66826,231806
59131,464359
33033,99990
40287,128462
29110,84984
24607,329952
22900,61328
72422,173375
12260,28174
17795,569196
15965,563575
17167,305104
54638,184805
24881,330920
65480,226617
65632,380351
48593,423113
54684,447130
64522,485212
67394,496127
528,230819
56655,192513
1612,451879
48358,422211
61089,471762
217,451155
26422,74651
61678,474024
15132,560890
68942,302155
61714,474190
30877,91751
13204,30888
43517,110877
54419,183872
58650,200296
36632,114282
8793,280062
22869,61233
41205,394286
50573,431136
3050,262414
70871,509695
18077,7627
61903,474955
22755,60775
63088,298380
25481,71124
15074,298586
8225,221172
28956,535282
51384,434357
63124,479683
20256,52314
21527,318444
6724,535899
38136,382263
37635,118171
1712,471756
51680,435479
41825,396754
43951,404823
42836,400528
52939,440358
51984,174504
27297,78062
50020,166716
17873,45128
49815,428046
13339,555582
56255,190950
57256,457033
6312,534637
15673,562596
57490,195829
8608,17450
33712,102669
29360,348076
60803,515367
5347,219663
10334,284691
38437,383454
72029,252220
14585,559194
70161,244825
44771,408049
47294,419212
15230,561190
12845,29879
6651,535668
32621,273879
58063,460115
52008,174603
9988,527868
3693,264424
30813,353666
31783,357228
8649,279716
67625,234889
49595,427135
58100,198105
66805,231714
24314,66676
2216,169996
37273,378906
41512,133386
46834,416267
72248,253121
31640,94570
63910,220638
29131,85048
63977,483066
3531,306128
3263,263073
25124,69757
68056,236611
53309,441795
45152,409572
24888,330955
10668,271385
56295,191093
6766,536028
31805,357335
66582,230877
36078,111873
50171,43829
25650,71713
13075,292647
64140,221609
40108,127810
26381,336645
11628,26427
5746,8553
54724,185127
29641,349203
31502,94026
19056,572965
66774,235479
58968,201498
68859,501926
50440,552365
16610,41231
32673,360792
4757,5471
32685,360846
72755,129886
53557,30094
25582,333629
25127,331907
52400,176091
58017,207734
63217,530998
56328,191226
32787,361245
36474,375729
69676,505035
69361,503790
57056,194097
49895,166255
54492,446331
6714,535871
4521,266889
67711,497343
66869,494138
66996,232467
53235,441459
37934,381492
52820,117014
53528,180460
25070,331702
46036,413073
42544,137274
29235,265930
55406,449914
57788,294962
66820,493923
24012,65456
40151,127965
27176,77577
69869,505814
49837,551957
2148,130699
62045,213403
3350,263355
34736,17776
54396,445908
69503,242133
42270,398433
9063,18704
14957,560388
15413,561809
739,33104
42100,397777
10007,283678
29892,350204
66048,490923
4570,4876
32596,177856
67227,495476
11958,289474
30245,351557
48531,160735
14106,557829
19330,573795
46011,549422
11229,549506
4725,5376
31562,356394
56558,454227
7250,482810
69111,502805
39526,125632
42738,137993
64848,486404
16770,1390
13732,294634
46934,416625
24843,579414
59616,204049
55105,186611
64202,483976
10583,23294
667,61747
42877,39528
54829,556108
4698,267443
69726,505223
57479,195768
63560,481415
50859,170106
4014,527493
47900,420411
19653,574805
20464,52943
19123,11238
21626,56616
48778,423894
59212,464694
55667,450860
55284,187285
47852,158084
38748,122476
64966,224711
55677,450894
10706,547979
70976,510138
62545,215291
48199,421536
64315,484362
2868,122672
13246,293175
8466,279197
47218,417797
18326,570760
52196,437440
62796,216198
42864,138473
642,567011
17177,567276
66056,435342
13461,555932
21549,318506
41789,134459
62956,216851
68296,258043
66624,231037
41728,396362
25579,333615
11974,27371
59112,464283
29334,494904
45410,286888
43367,402499
40627,391971
37199,116512
2684,163118
48916,551338
56855,193332
50442,430610
36515,113736
29022,346795
20870,573125
57026,32331
24832,330719
9458,544140
66981,169810
36758,324971
11833,4498
7978,277642
30310,351830
56484,453932
54183,445055
2909,302990
14568,559145
19925,575601
17580,306343
25206,332261
67239,495523
64702,485902
