v_coco_id,coco_Id
False,412922
False,565227
False,19624
False,311284
False,311182
False,513441
False,67065
False,158497
False,396338
False,383112
True,343159
False,188852
False,62351
False,43288
False,84449
False,95891
True,391179
False,545251
False,358817
False,18792
False,128211
False,85589
False,237111
False,145684
False,159459
False,555265
False,177150
False,464092
False,161062
False,128670
False,561448
False,329789
False,170147
True,376751
False,64622
False,408965
False,163104
False,24264
False,34279
False,441577
False,45153
False,108272
False,337256
False,84170
False,98480
False,445500
False,299974
True,233901
False,251899
False,362229
False,369977
False,392715
False,438896
False,536831
False,440792
False,268114
False,219174
False,172901
False,177338
False,513729
False,363468
False,297537
False,450590
False,275672
False,513805
False,124703
False,487962
False,267910
False,84767
False,119139
False,289276
False,528018
False,471927
False,157714
False,529373
False,161925
False,340329
False,116017
False,501435
False,507882
False,224476
False,215579
False,124473
False,207437
False,8690
False,345040
False,343630
False,30073
False,350035
False,269343
False,485381
False,226404
True,282847
False,390627
False,47732
False,237423
False,502679
False,217726
False,226660
False,464675
False,343284
False,436273
False,80281
False,288399
True,226613
True,71313
False,205464
False,211161
False,558426
False,473119
False,568265
True,419571
False,322895
False,560744
False,225130
False,51763
False,10710
False,103978
False,353489
False,232085
False,507642
False,354444
False,512989
False,237513
False,240976
False,452873
False,114077
True,165546
False,27270
False,528796
False,263613
False,298721
False,403999
False,415089
False,3077
False,226357
True,74103
False,335521
True,420298
False,482730
False,379441
False,219905
True,489827
False,252570
True,125746
False,194054
False,317619
False,369438
False,501110
False,196919
False,377545
False,350214
False,5816
False,89298
False,169068
False,121452
False,406155
False,538822
False,364159
False,300537
False,143140
False,483013
False,324912
False,89908
False,304389
False,161518
False,335063
False,196413
False,170540
False,488857
True,47801
False,514553
False,316006
False,535626
False,251219
False,410084
False,333517
False,128291
False,532505
False,252381
False,407139
True,304248
False,337930
False,490264
False,449250
False,168803
False,451985
False,77187
False,382671
False,441173
False,199943
False,288797
False,204767
False,347763
False,45994
False,536168
False,335524
False,151480
False,69391
False,140636
False,401037
False,529377
False,177167
False,300388
False,81406
False,24530
False,75033
False,349960
False,135965
False,270278
False,23802
True,456708
False,333978
False,9175
False,495825
True,215380
False,547618
False,344857
False,87101
False,374669
False,534417
False,580813
False,476481
False,18942
False,531392
False,37779
False,368373
True,154567
False,396415
False,352313
False,332574
False,441196
False,487854
False,245272
False,484700
False,475006
False,76856
False,575644
False,473658
False,273250
False,17604
False,354088
False,465257
False,18627
False,221212
False,369986
False,517629
False,452919
False,73192
False,305502
False,41606
False,282523
False,292227
False,86652
False,445671
False,518772
False,132954
False,511751
False,400555
False,488032
False,480936
False,570660
False,267588
True,17869
False,347236
False,140068
False,395893
False,248979
False,391754
False,543696
False,36423
False,141251
True,132509
