nsd_Id,v_coco_id
829,320696
38219,120416
3586,526247
27902,342495
7189,275180
25407,70854
68100,236840
156,295316
38883,123013
48919,424464
1290,491130
38041,381889
13001,292463
7025,274685
42384,136687
37182,116455
53376,224217
25390,332930
19011,48548
54112,444800
2793,261732
37530,117736
29401,86147
59635,204137
71233,511127
58481,461715
44799,408208
66766,493724
30606,90739
267,225405
67384,233961
12196,290130
489,530061
40190,128106
50434,430581
61717,212058
62934,385653
51244,171622
52286,175642
53892,181837
36048,111756
26536,337269
46060,413154
62118,475769
51938,174336
41445,395291
8363,540989
18953,310538
59109,464274
17865,569401
11933,354070
12725,29524
21448,318179
29853,87928
62961,479035
10518,285249
26164,335824
68478,238228
1274,93717
54257,30534
57543,338501
59094,464200
20073,51750
36419,375486
65822,227928
7396,538003
3172,625
15880,301155
44231,143797
60394,207033
68286,563871
70849,247473
61864,354772
43959,142711
43212,401897
28596,345149
43353,140291
12380,28547
54469,446232
18029,546586
42824,400453
28752,345751
13209,293057
64111,221487
19896,490532
67354,495989
72931,517822
46114,413349
34825,323668
13387,136310
20133,576225
20027,575901
6753,273855
30654,146224
6992,12459
61947,212967
27872,493972
62272,214213
51499,172681
26114,73508
57126,456552
9093,543084
53919,510919
16435,40729
59471,446533
69829,505636
63256,218093
58818,200950
30027,350755
64524,223072
62847,478567
19897,270683
27514,341047
30558,102473
56868,193373
64558,223214
12187,552254
11236,549519
71799,513456
51957,436544
69102,502776
36032,111683
61610,473746
19028,572879
56012,452218
7790,277061
65299,488086
55546,380909
54063,444631
12218,290201
10451,285059
177,451043
63163,479855
46900,154362
47662,157352
36707,114617
7503,538319
59086,464174
52669,29525
62355,476709
15737,93806
6327,272538
23241,324688
60008,467696
3504,263834
26155,73647
6254,10142
55138,186721
38032,381856
6931,274399
56367,191350
57471,457888
64050,483363
23812,64799
29280,85626
67692,497265
59442,465489
59175,202400
59546,465878
48926,424482
42025,135344
17795,569196
38728,122413
54684,447130
25706,71908
61678,474024
23321,62872
70659,139151
52139,175102
12243,552420
7164,275111
1742,291619
71162,434657
9178,543337
5443,7593
23309,324969
19093,573058
16251,564459
13225,555254
44966,408903
60042,467809
45066,147103
22013,551858
42289,398505
26797,369153
50615,431256
53781,443602
6270,1700
270,336628
50853,170080
3050,262414
50366,430302
46391,274642
52510,422640
7006,536782
43197,401829
40345,390893
45411,410614
60839,208779
4612,529311
28511,275933
70138,259243
55371,187644
31398,355785
59855,467107
55972,452050
26934,187533
61510,211190
21527,318444
69560,504559
29807,87740
27932,342593
43951,404823
51984,174504
39165,536607
11518,550392
10055,9451
45451,148642
10665,23569
50350,168106
46499,152769
70081,215511
12671,553667
33323,239053
14246,296072
7457,13904
30962,354167
51339,172056
25385,332915
6373,176519
7675,538858
6699,273684
