v_coco_id,coco_Id
False,412922
False,474858
True,320696
False,234676
False,301595
False,129059
False,172751
False,481427
False,169097
False,186500
False,379399
False,27706
False,234527
False,319364
False,18214
False,581042
False,81819
False,547222
False,88269
False,406295
True,120416
False,151345
False,225755
False,486655
False,290969
False,401403
False,542630
False,21079
False,161062
False,47654
False,177314
False,487222
False,420485
False,184143
False,200945
False,408965
False,552461
False,529568
False,548913
False,325211
False,387256
False,306688
False,212479
False,419379
False,98480
False,306060
False,169858
False,193808
False,58886
False,79762
False,571200
False,103935
False,300120
False,43345
False,440792
False,268114
False,460652
False,263412
False,569674
False,357824
False,552066
False,110078
False,268310
True,526247
False,101785
False,419098
False,43347
True,342495
False,103812
False,306630
False,537248
False,339852
False,199695
False,45314
False,410246
False,398174
False,299216
False,556855
False,411841
False,332547
False,440087
False,64797
True,275180
False,64610
False,286009
False,79244
False,104270
False,13320
False,228467
False,559986
False,468159
False,400091
False,167110
False,563999
False,357994
False,361248
False,551413
False,555478
False,238347
False,571821
False,123166
False,446463
False,562911
False,425461
False,335888
False,246057
False,882
False,492077
False,525607
False,240340
False,50827
False,144269
False,156943
False,363880
False,130998
False,234164
False,10710
False,325114
True,70854
False,529804
False,507642
False,78307
False,80040
False,199732
False,125125
False,494990
False,114077
False,244735
True,236840
False,386443
False,29472
True,295316
False,281713
False,534796
False,139634
False,569996
False,173046
False,209256
False,7220
False,521379
False,436685
False,96693
False,171546
False,564142
False,338847
False,194054
False,205214
False,476642
False,203495
False,442646
False,185941
False,123035
False,454222
False,456376
False,360927
False,543552
False,225987
False,538822
False,495149
False,372983
False,103773
False,101660
False,377964
False,89908
False,180071
False,377949
False,335063
False,6541
False,223560
False,364992
False,358675
False,279941
False,312010
False,318290
False,1083
False,220232
False,553046
False,75727
False,480961
False,69923
False,92988
False,218055
False,318965
False,300014
False,96027
False,168803
False,155401
False,229643
False,509657
False,207019
False,165674
False,562063
True,123013
False,115505
False,575133
False,151291
False,549644
False,123137
False,17182
False,55022
False,369638
False,159756
False,407617
False,333480
False,381529
False,383731
False,178016
False,398202
False,135965
False,270278
False,45392
False,16343
False,50412
False,439537
False,566012
False,189780
True,424464
False,217799
False,359589
False,217531
False,151842
False,580813
False,476481
False,27593
False,531392
False,37779
False,506856
False,83364
False,206700
False,16775
False,332574
False,220266
False,373419
False,426595
False,541085
False,412996
True,491130
False,156461
False,243008
False,273250
False,380139
False,231282
False,239196
False,502513
False,175991
False,156375
False,401777
False,303213
False,134160
False,251627
False,41606
False,212969
False,64155
False,359781
False,421557
False,551125
False,299077
False,271862
False,157726
True,381889
False,142321
False,382320
False,510059
False,111048
True,292463
False,176906
False,439236
False,63587
False,391754
False,358678
False,154202
False,309382
True,274685
False,569433
False,78986
False,278923
False,246713
False,65030
False,203299
False,344439
False,527510
False,549011
False,129285
False,311082
False,24652
False,381123
False,267422
False,35482
False,163444
False,300216
False,17625
False,412034
False,284018
False,482007
False,144971
False,78188
True,136687
False,136698
False,14549
False,500826
False,8021
False,571797
False,149221
False,184556
False,203975
False,573968
False,51478
True,116455
False,196021
False,501498
False,283426
False,299295
False,43393
False,337479
False,251629
False,461430
False,81061
False,229733
False,187933
False,426377
False,315768
False,468825
False,249315
False,220568
