v_coco_id,coco_Id
False,412922
False,135336
False,59789
False,213125
False,421346
False,403718
False,422744
False,157112
False,112568
False,362293
False,245160
False,312772
False,93590
False,132746
False,145610
False,439940
False,327347
False,129439
False,571931
False,301558
False,64909
False,542112
False,448236
False,378278
False,60120
False,384173
False,459164
False,174185
False,161062
False,349466
False,306490
False,523194
False,459303
False,524924
False,15278
False,408965
False,501576
False,137271
False,30722
False,293998
False,188310
True,50161
False,497035
False,450762
False,98480
False,376911
False,386785
False,42967
False,214800
False,201436
False,126631
False,535253
False,529352
False,566897
False,440792
False,268114
False,119709
False,18495
False,577932
False,140936
False,537526
False,43758
False,268259
False,343481
False,504664
False,28010
False,200882
False,61231
False,374351
False,336192
False,214926
True,434700
False,472553
False,530466
False,268688
False,332025
False,119169
False,205283
False,444181
False,381504
False,453491
False,364757
False,435284
False,76942
False,483347
False,141955
False,466480
False,25452
False,164568
False,174011
False,503949
False,371051
False,527257
False,559395
False,336546
True,578119
False,505552
False,357841
False,467000
False,437944
False,416931
False,136153
False,156101
False,503399
False,254577
False,208050
True,222751
False,32829
False,389682
False,125908
False,277726
False,49878
False,84192
False,297517
False,346223
False,196244
False,10710
False,312746
False,239327
False,277218
False,507642
False,240304
False,404526
False,491508
False,210050
False,253600
False,114077
False,306258
False,28981
False,208549
False,11677
False,234203
True,264382
False,19769
False,542313
False,278100
False,135275
False,4229
False,1404
False,326210
False,509442
False,502197
False,11158
False,367706
False,283309
False,194054
False,444560
False,287920
False,564503
False,134007
False,352917
False,322376
False,513758
False,77595
False,98054
False,56509
False,343749
False,538822
False,165859
False,95266
False,15827
False,541787
False,532623
False,89908
False,387517
False,268274
False,335063
False,468934
False,197225
False,277426
True,17364
False,510
False,327146
False,319260
False,235176
False,195578
False,239113
False,322790
False,321302
True,80517
False,46385
False,84829
False,123580
False,434031
False,243292
False,168803
False,279578
False,137925
False,288123
False,564211
False,344633
False,513961
False,18402
False,553162
False,539359
False,101702
False,493846
False,485907
False,185989
False,62763
False,502358
False,560629
False,524702
False,525398
False,538198
False,449780
False,102996
False,297104
False,135965
False,270278
False,73731
False,136734
False,359094
False,480723
False,428191
False,402685
False,129186
False,166987
False,378911
False,480960
False,42667
False,580813
False,476481
False,326369
False,531392
False,37779
False,312430
False,151184
False,310061
False,231963
False,332574
False,331105
False,517417
False,495592
True,566518
False,325558
False,466093
False,345005
False,407927
False,273250
False,457288
False,455464
False,504123
False,129030
False,362614
False,510701
False,560298
False,374845
False,442345
False,14844
False,41606
False,251511
False,300024
False,545124
False,510707
False,40966
False,434585
False,191641
True,310673
False,4244
False,118743
False,200221
False,79720
False,172778
False,55981
False,17267
False,338988
False,44815
False,391754
False,184369
False,485246
False,495541
False,412471
False,139455
False,327159
False,79559
False,39131
False,125928
False,326841
False,549535
False,129331
False,178618
False,194459
False,150943
False,383309
False,84866
False,173544
False,478331
False,576598
False,114616
False,515734
False,117400
False,281674
False,566489
False,23355
False,375857
False,186784
False,440057
False,30012
False,404
True,483692
False,474579
False,149221
False,244099
False,363656
False,345177
False,469135
False,512625
False,388417
False,460005
False,283426
False,382947
False,280236
False,337479
False,167843
False,50846
False,155774
False,537169
False,429312
False,31375
False,26987
False,468825
False,480741
False,174679
False,312213
False,171611
False,353588
False,130909
False,452213
False,162372
False,382515
False,23656
True,479621
False,426917
False,399554
False,351297
False,140813
False,348488
False,267699
False,477295
True,404805
False,436130
False,41923
False,304828
False,444644
False,199698
False,436797
False,349776
False,418175
False,477831
False,140733
False,68387
False,472678
False,385935
False,388457
False,493442
False,353695
False,573337
False,352148
False,58911
False,27528
False,160844
False,514563
False,419650
False,380733
False,537124
False,418611
False,455156
False,373970
False,221459
False,487090
False,226552
False,248481
False,311629
False,558211
False,17859
False,530905
False,460705
False,156572
False,120276
False,251084
False,210353
False,130516
False,106671
False,437981
False,428355
False,537954
False,208688
False,121318
False,107438
False,275817
False,248132
False,460675
False,73929
False,192104
False,337139
False,369533
False,33262
False,225693
False,460408
False,205206
False,130637
False,27298
False,36546
True,90011
False,27466
True,13659
False,66067
False,109863
False,354469
False,216218
False,122776
False,396317
False,262200
False,354692
False,492627
False,406074
False,493365
False,210955
True,511127
True,570824
False,101884
False,137806
False,560150
False,6721
False,155790
False,290047
False,332609
False,413572
False,147068
False,90914
False,173865
False,19755
False,496680
True,309744
False,235857
False,32059
True,212817
False,324188
True,516840
False,348722
False,422383
False,538190
False,288156
False,409603
False,326080
False,315160
False,108876
True,117508
False,502275
False,479081
False,170474
True,335594
False,264244
False,145249
False,193781
False,246876
False,493483
False,28826
False,392879
True,155466
False,179667
False,352945
False,329724
False,12983
False,275125
False,165336
False,277932
False,187611
False,20481
False,302579
False,559816
False,245153
False,434576
False,46975
False,326941
False,235276
False,56426
True,397205
False,398301
False,114464
False,568462
False,552460
False,459339
False,7506
False,12943
False,569341
False,13124
False,414501
False,320020
False,175189
False,298203
False,162581
False,452341
False,99073
False,110792
False,404886
False,366802
False,26746
False,528738
False,422350
False,103877
True,435358
False,374448
False,268733
True,446971
False,107840
False,344196
False,538557
False,233430
False,565714
False,146602
False,27452
False,421759
False,116095
False,93274
False,361621
False,139887
False,329797
False,48848
False,517600
False,557886
False,16606
False,212501
False,305366
False,51537
False,246672
False,137100
False,246530
False,103460
False,18766
False,48199
False,460722
False,74390
False,360919
False,281461
False,180315
False,204542
False,371647
False,359073
False,144228
False,241761
False,5828
False,68442
False,549301
False,254493
False,476826
False,56042
False,322562
False,121965
False,290959
False,343908
False,60180
True,499102
False,227616
False,238345
False,191978
False,33249
False,514396
False,466573
False,190475
False,123777
False,369140
False,417217
False,85459
True,194063
False,365503
False,87871
False,370522
False,363935
False,336607
False,202503
False,127391
False,265329
True,492943
False,132182
False,551403
False,541291
False,150669
False,500712
False,423488
False,331372
False,87308
False,143557
False,536973
False,559225
False,168375
False,573704
False,128154
False,310206
False,407783
False,67347
False,115637
False,474233
False,424915
False,349337
False,515550
False,138896
False,444014
False,66518
False,355406
False,525169
False,541351
