v_coco_id,coco_Id
False,412922
False,580161
False,572604
False,77533
False,39789
False,317792
False,393575
False,535080
False,308422
False,464312
False,367934
False,316578
False,245002
False,228222
False,455085
False,36606
False,124931
False,389326
False,568810
False,76636
True,431023
False,51819
False,89973
False,550133
False,261453
True,60647
False,206701
False,43338
False,161062
False,555622
False,110310
False,5340
False,151587
False,318857
False,498840
False,408965
False,109783
False,41962
False,333363
False,351521
False,499393
False,130645
False,536312
False,456045
False,98480
False,242605
False,168542
False,117759
False,438580
False,226268
False,175942
False,406021
False,433353
False,473489
False,440792
False,268114
False,95622
False,75846
False,495613
False,344735
True,565203
False,542211
False,479219
False,412555
False,492674
False,2544
True,34412
False,324785
False,191995
False,389116
False,407056
False,480379
False,178121
False,14998
False,466519
False,52761
False,357272
False,553422
False,38365
False,249556
False,402112
False,87956
False,74224
False,500432
True,483462
False,293964
False,150435
False,514200
False,381683
False,294302
False,319351
False,272316
False,96048
False,280392
False,173584
False,479553
False,44068
False,394113
False,247160
True,115796
False,492657
False,9077
False,219502
False,208414
False,170766
False,147780
False,305540
False,423008
False,381037
False,155645
False,530690
False,446231
False,130971
False,319427
True,348968
False,559522
False,10710
False,344127
False,425038
False,94202
False,507642
False,64827
False,412780
False,67571
False,449981
False,446819
False,114077
False,55276
False,155376
False,53587
False,532013
False,458533
False,244227
False,333739
False,577651
False,404751
False,143095
False,563651
False,534308
False,509247
False,333127
False,51164
False,517211
False,511624
False,452371
False,194054
False,336959
False,252627
False,73075
False,333411
False,348550
False,97913
False,79611
False,573008
False,7535
False,280838
False,76877
False,538822
False,162887
False,307149
False,79792
False,184520
False,177453
False,89908
False,139871
False,195852
False,335063
False,162858
False,17137
False,283456
False,463730
False,398771
False,460030
False,205703
False,229134
False,353427
False,412687
True,538458
False,567118
False,65008
False,248601
False,14849
False,323202
False,488066
False,307240
False,168803
False,198705
False,327315
False,63950
False,118968
False,206998
False,167489
False,103498
False,268617
False,10343
False,363767
False,321543
False,327616
False,103547
False,46630
False,452791
False,467308
False,558539
False,360208
False,416076
False,441232
False,96984
False,60054
False,135965
False,270278
False,285788
False,390159
False,40635
False,275168
False,7621
False,98773
False,296858
False,301749
False,131138
False,148010
False,374891
False,580813
False,476481
False,388714
False,531392
False,37779
False,312867
False,370252
False,89126
False,2495
False,332574
False,412896
False,202582
False,265313
True,15778
False,105719
False,293716
False,341062
False,63647
False,273250
False,360350
False,166437
False,91051
False,126229
False,393928
False,434829
False,68080
False,450037
False,264568
False,172911
False,41606
False,529105
False,569511
False,163761
False,280132
False,298762
False,76405
False,467537
False,218459
False,84784
False,251988
False,526542
False,167021
False,103554
False,554852
False,49413
False,462579
False,163447
False,391754
False,93786
False,131638
False,436221
False,275392
False,555456
False,456302
False,192620
False,272299
False,17305
True,498263
False,326011
False,295850
False,10319
False,374125
False,373400
False,457146
False,178510
False,557200
False,133146
False,22196
False,301194
False,565166
False,392152
False,386580
False,68287
False,48129
False,32390
False,430523
False,458610
False,478120
False,80367
True,90616
False,542758
False,149221
False,448439
False,10981
False,233111
False,269099
False,2672
False,468648
False,379620
False,283426
False,353558
False,250054
False,337479
False,253262
False,237286
False,537220
False,495641
False,124850
False,173684
False,389378
False,468825
False,189459
False,564166
False,107394
False,150981
False,418536
False,40937
False,360352
False,346351
False,260470
True,367670
False,33186
False,96514
False,497600
False,235916
False,413377
False,483823
False,267699
False,464845
False,176229
False,556789
False,21942
False,24779
False,373905
False,350270
False,169474
False,133060
False,104701
True,361291
False,413947
False,130598
False,375637
False,136900
True,299474
False,22080
False,171500
False,573337
False,236985
False,56206
False,453424
False,400257
False,514563
False,19329
False,52565
False,313130
False,127747
False,17192
False,373970
False,507385
False,238263
False,11720
False,369799
False,387773
False,89745
False,448503
False,380635
False,54252
False,319192
False,292177
False,251084
False,175978
False,79754
False,15569
False,470147
False,127749
False,112525
False,170406
False,134597
False,174690
False,311927
False,494345
False,238700
True,273159
False,420304
False,417825
False,379980
False,232001
False,552641
False,460408
False,34459
False,4211
False,27298
False,240463
False,551446
False,185248
False,145523
False,237324
False,539962
False,560660
False,486854
False,122776
False,396223
False,455108
False,346633
False,492627
False,516365
False,451533
True,127451
False,511127
False,31621
False,13000
False,373664
False,404652
False,18564
True,430789
False,473642
False,382207
False,107468
False,40158
False,244213
False,320238
False,479916
False,288391
False,396572
False,532269
False,468777
False,166291
False,489372
False,230450
False,483795
False,25115
False,534038
False,404148
False,114871
False,300791
False,111680
False,402798
False,541973
False,416943
False,312894
False,52123
False,245448
False,264244
False,320685
False,240247
False,262407
False,234454
False,207998
False,117796
False,27208
False,324646
False,42105
False,41155
False,381990
True,393809
False,213499
False,176414
False,511668
False,240589
False,178962
False,559816
False,44332
False,127911
False,355321
False,215287
False,580586
False,290416
False,526506
False,197661
False,465360
True,395888
False,66366
False,501013
False,171062
False,92346
False,81810
False,223342
False,29304
False,48784
False,287842
False,181212
False,37210
False,452341
False,455430
False,272510
False,85824
False,366802
False,302185
False,324231
False,357926
False,223738
False,2902
False,357060
False,35004
False,163258
False,23671
False,138453
False,180141
False,380258
False,543803
False,36827
False,317833
False,375425
False,188722
False,505705
False,462241
False,248468
False,188414
False,93597
False,318388
False,557886
False,413734
False,216695
False,471118
False,285046
False,156827
False,273068
False,484331
False,139039
False,127543
False,577653
False,77297
False,74390
False,34452
False,287299
False,475277
False,234535
False,268390
False,546890
True,532994
False,309856
