nsd_Id,v_coco_id
50548,431023
22718,60647
16500,565203
70729,34412
64072,483462
37015,115796
29573,348968
2155,538458
8064,15778
34574,498263
30579,90616
34447,367670
32797,361291
15357,299474
6532,273159
40003,127451
50493,430789
41095,393809
41606,395888
5799,532994
47884,158223
11979,551676
5260,269103
72259,515301
60534,207611
53604,180764
1761,572900
38965,195316
53892,181837
71184,522054
29850,87920
54837,447728
23929,65189
24593,67761
67167,38850
62108,213592
3215,262893
42067,397658
21806,581446
52226,437540
43978,142779
44061,143101
11933,354070
22104,320396
66179,491449
68482,500390
62961,479035
26164,335824
40158,390130
2586,547886
5569,532295
30988,92122
57543,338501
38882,385154
65822,227928
19248,51899
11508,550365
44043,405191
34062,103973
10032,21613
3172,625
68706,239130
16073,563912
45868,412419
28064,80952
27924,80426
39655,117676
47830,420151
55619,450709
44159,405628
594,484978
28596,345149
21494,580466
50713,169514
2321,358923
14168,33731
28752,345751
8616,541764
70956,510061
14971,560439
35708,372604
71496,512217
53982,573453
40756,130320
19583,312439
68915,502117
2274,227482
6758,536006
23332,54178
64883,224366
57132,456566
35867,111104
42275,136300
71751,513214
55810,451463
69337,503687
6740,273814
17876,569432
32452,359925
56688,192656
56868,193373
43018,401167
63846,220382
49777,427901
34670,106364
4824,267802
47346,156170
68331,389133
7658,276671
64753,486070
26076,335500
59365,465235
68678,520434
35575,109908
26639,75527
57124,456545
8102,15908
59864,467151
24046,534655
10581,353407
71223,248924
34729,368775
13327,555534
21011,577073
72466,516116
61913,212843
5164,268804
47237,417870
47752,157696
48924,162332
66654,493294
22582,60081
11163,25024
62907,478812
950,278973
37288,378967
34784,405093
31770,95039
58160,460454
34948,107501
4588,529240
53716,443342
17795,569196
2597,276024
72969,517941
21591,580778
59977,467580
67879,235893
8229,540614
98,57597
14389,34356
62795,478338
54684,447130
68335,237677
8856,18111
64370,484575
5598,8119
7350,537864
16592,303320
61153,471966
24835,68586
18896,572505
39695,126255
61678,474024
4729,529670
57916,459569
8386,278921
2890,401244
19107,445041
40965,393271
72347,253485
71644,512827
37929,381476
58621,462324
63704,219848
48185,421491
72713,517017
25560,71385
8667,541909
17542,531633
63748,482172
71208,248854
24447,67218
28506,82718
3050,262414
33270,363107
45625,411443
26187,73753
38461,383533
1455,365095
15153,560969
1559,323895
17673,568790
55849,451623
51045,170852
11674,26552
24877,330911
55129,448839
46707,153631
52036,29116
63409,218678
61388,472878
7081,274870
44434,406723
64606,223414
47772,201059
21527,318444
45969,205157
44733,145734
67210,233266
71661,250749
24683,330205
44679,145542
58763,200717
2704,122217
7665,14547
43951,404823
35094,108094
28006,537743
51984,174504
38614,121961
64700,223751
31979,358019
54609,446850
38049,3988
50301,430036
27296,78061
47069,154994
33802,103035
45631,411472
42036,328397
26341,74349
51647,173204
5962,533504
18866,572411
17025,42501
3917,2890
28294,344005
71734,251009
66173,491426
10239,284379
36076,374010
67581,496855
14272,558286
8156,16064
47294,419212
9075,280888
4194,3716
50486,168617
29064,346934
68912,502113
7156,12938
31783,357228
49885,428366
65372,488395
46394,414522
56543,192023
42744,400168
63267,480268
44068,405261
10985,262688
10150,21983
43950,404820
66916,494309
62981,181805
24348,66828
40752,392443
45958,150614
26160,73665
51399,172264
41904,134926
33040,189212
71179,510864
8419,541209
47300,418143
33379,363522
50171,43829
19280,573647
48842,424147
44062,143103
15939,39191
37375,379308
70822,247366
10931,24375
66774,235479
60440,469347
65168,299723
7459,13908
30490,90311
68859,501926
69598,504726
72299,515424
19872,313306
25582,333629
49142,425342
72917,255630
2290,121031
50953,432616
62401,476864
12544,291165
15364,268370
20053,51674
45615,505477
6714,535871
25559,71376
36141,542984
2514,457559
18914,48282
68919,502134
6036,533742
7709,538977
10531,547421
4581,312504
15426,561849
57505,195880
72830,517468
20553,315381
40021,127516
55406,449914
61914,212853
29811,349897
46259,413923
69503,242133
35674,372464
20395,314880
56306,512455
39053,123711
17855,45084
68051,498733
22875,53900
15999,301537
43121,401553
39569,283107
43714,403891
66015,228611
10007,283678
20045,313803
52907,335518
26622,75434
64553,223192
23423,325495
48531,160735
54543,446597
57253,457021
24007,327579
55264,407770
44132,405529
24194,66190
31532,356293
2033,513567
2392,343803
65270,487957
37082,116083
49356,92753
28731,345665
61287,472472
62106,475731
52706,439443
88,229601
54316,183394
15767,300786
20876,289861
57479,195768
5206,531061
21407,318063
18724,309859
28869,84049
6873,274232
6548,273200
71042,248224
42238,503293
63980,483089
51196,433554
63440,560757
9000,542820
41934,397190
19378,573967
16164,564183
36070,455545
25165,332087
62545,215291
5762,8599
41068,393699
37606,118069
60061,467872
8466,279197
29900,350231
22196,320785
69904,243780
17192,305195
47035,416973
67765,519827
45187,409722
65612,489313
5738,532812
67174,233119
58433,461524
22302,59024
25579,333615
4699,529592
38328,120872
16513,565248
24826,330699
54842,447736
3076,524638
70904,509826
1607,135604
32518,480747
57798,459078
26883,76431
53224,423096
45326,148128
58434,199381
28019,342929
2526,25057
45922,412621
64650,223569
18743,572061
27010,76893
17509,43968
45275,410066
42288,136350
51699,173422
51952,291209
68600,238691
14568,559145
58851,463224
69992,302838
4817,263083
45630,243341
25206,332261
10917,548616
32931,99629
