nsd_Id,v_coco_id
15628,574343
59787,466838
18704,571950
61596,515854
49358,551631
11460,550237
872,328238
34928,107430
9491,544237
19628,281008
10805,548288
12464,553100
63862,220457
5822,8771
71233,511127
27949,80521
70905,247692
53223,101989
27858,80180
6865,274209
12161,552186
72382,515785
68425,500167
71246,113041
58271,198761
70805,509459
46271,151826
35722,372654
57757,458932
52280,175611
53892,181837
6212,10023
1052,551820
43938,404766
19401,574034
61989,213146
25845,334665
938,262487
9290,281498
66552,492881
9636,20410
7529,276265
35525,371854
11982,572544
11933,354070
7812,439402
23670,326420
3110,436
62961,479035
68021,236461
26164,335824
44526,144965
11729,288852
63148,217653
57543,338501
31120,354736
31927,95676
49040,424960
54444,446093
20450,315025
65822,227928
72315,515513
44631,145335
68797,501677
8532,541529
3172,625
48342,160009
20942,54354
60112,205945
4162,527899
25598,534854
21531,56306
67719,497365
39454,125351
28596,345149
61706,474161
51660,173245
28752,345751
66506,230554
27625,79305
56279,310278
67421,563302
48535,422893
14697,297417
9727,265586
1387,372577
18646,571799
14230,296033
20737,53774
18133,308095
34547,105899
17731,44687
47777,157806
9532,282209
59760,204609
12690,29431
29633,87027
46197,413716
15927,563435
33715,410328
45785,149903
29584,543521
11365,528563
23322,62877
1112,451084
10044,21650
7530,538414
20459,577190
68342,499845
53980,444280
62828,298199
66247,491732
11533,26132
49789,551922
39205,124387
9588,282406
2093,341681
56868,193373
67594,496902
6147,9797
30536,189839
30661,90959
47364,156232
66611,493131
37852,119065
61962,475182
26625,187336
66992,232460
47106,417298
1885,130586
285,82715
59485,415109
6670,273586
3480,525899
38696,122281
29485,348636
15311,561454
50644,431364
41958,397274
53107,26425
37658,380414
71494,512211
36537,113846
2560,482275
18358,308694
21502,580507
38334,383046
13682,556620
64542,223139
33289,101065
8630,279646
41932,397186
34005,439906
45538,149014
21762,581328
1482,463542
48658,161231
59034,463884
417,74860
8643,279697
59355,465199
34672,368521
17795,569196
63198,36303
42696,137838
37298,379004
48176,421452
23267,62657
13457,367673
34385,367429
38514,383746
72463,253964
46956,416705
54684,447130
21416,580235
61341,472659
4999,268313
14153,557965
58854,463242
72840,479466
59012,201685
6051,9514
21391,318001
62465,214972
38393,121154
10658,547830
19427,574116
50842,432169
21778,57086
61678,474024
1508,402118
42071,397678
44682,407689
71164,510798
30155,351240
9263,543570
50476,168583
61782,474465
31837,95336
31922,357808
42878,459991
54116,444817
43724,141785
54246,183166
62555,477471
19571,574537
63224,480075
14744,559730
38466,383564
55974,452060
58812,463070
