v_coco_id,coco_Id
False,412922
False,532810
False,281259
False,101328
False,485081
False,416088
False,425578
False,375382
False,82201
False,323789
False,333708
False,432798
False,559685
True,480629
False,298578
False,191962
True,309169
False,140556
False,296651
False,223601
False,510391
False,415048
False,101895
False,30631
False,372702
False,398220
False,366994
False,495443
False,161062
False,228244
True,19275
False,573761
False,97006
False,529477
False,249822
False,408965
False,412178
False,21641
False,389812
True,544574
False,278265
False,394715
False,339468
False,443075
False,98480
False,443361
False,262658
False,67027
True,85826
False,137120
False,125898
False,496261
False,226536
False,483179
False,440792
False,268114
False,528940
False,383443
False,498079
False,55715
False,561967
False,37125
False,457095
False,119743
False,350733
False,479808
False,352908
False,185712
False,118730
False,74268
False,336459
False,302684
False,390608
False,390593
False,287882
False,437363
False,423048
False,499020
False,391067
False,480823
False,371245
False,142592
False,110175
False,500049
False,364221
False,223870
False,365094
False,168480
False,126126
False,472610
False,466223
False,325063
False,305661
False,43411
False,228992
False,166751
False,162322
False,571550
False,225246
False,332732
False,427771
False,158038
False,491064
True,451099
False,51504
False,183233
False,448824
False,42190
False,43375
False,361811
False,222716
False,563921
False,367969
False,66072
True,227918
False,207931
False,10710
False,430489
False,264936
False,142666
False,507642
False,85322
False,361660
False,321062
False,218114
False,142859
False,114077
False,316269
False,493407
False,206356
True,229304
False,280047
False,176509
False,411215
False,44953
False,553522
False,49429
False,56288
False,267231
False,78604
False,289746
False,352113
False,552142
False,565940
False,227508
False,194054
True,516875
True,54007
False,182863
False,189853
False,365289
False,538513
True,561437
False,97065
False,476772
False,336861
False,361451
False,538822
False,99657
False,458876
False,581157
False,275491
False,91123
False,89908
True,138103
False,50324
False,335063
False,59906
False,379232
False,459111
False,556554
True,429935
False,484225
False,246066
False,333058
True,566173
False,527183
False,84521
False,307386
False,252751
False,173434
False,123184
False,497009
False,172156
False,448024
False,168803
False,48937
True,365170
False,556722
False,517610
False,28855
False,127585
False,10837
False,54614
False,48185
False,355869
False,300636
False,169415
False,512983
False,375916
False,503148
False,374984
False,308473
False,537944
False,298527
False,230679
False,120818
False,76249
False,135965
False,270278
False,232115
False,3048
True,450340
False,385672
False,30939
False,325351
False,29473
False,526098
False,512416
False,542255
False,426836
False,580813
False,476481
False,564681
False,531392
False,37779
False,108430
True,547617
False,130081
False,485757
False,332574
False,416315
False,392991
False,283505
True,501381
False,579366
False,61400
False,107167
False,574770
False,273250
False,573670
False,464098
True,108425
False,75999
False,432914
False,370383
False,461657
False,444744
False,451119
False,579325
False,41606
False,540859
False,246061
False,551364
False,326542
False,385980
False,127496
False,125348
False,92639
False,180613
False,116572
True,376531
False,549568
False,280688
False,544644
False,447224
False,114164
False,402987
False,391754
False,187071
False,299675
False,466217
True,111121
False,71126
False,73339
False,8602
False,360725
False,48063
False,377385
False,345941
False,25041
False,112085
False,515392
False,63973
False,441008
False,227808
True,319342
False,205350
False,439072
False,225330
False,342479
False,577719
False,329528
False,14377
False,123949
False,379605
True,124861
False,2774
False,507840
False,171382
False,364535
False,277403
False,149221
False,478992
False,79333
False,282372
True,42404
False,342874
False,386250
False,385238
False,283426
False,59230
False,507473
False,337479
False,569251
False,400253
False,492399
False,533888
False,65955
False,545804
False,560046
False,468825
True,506335
False,374990
False,318171
False,402717
False,540746
False,71109
False,72124
False,441511
False,123824
False,354507
False,529503
False,107586
False,225603
False,127161
False,111400
False,294134
False,267699
False,239575
False,559462
False,402071
False,344555
False,239584
False,404437
False,346752
False,153475
False,377732
False,33959
False,223996
False,251502
True,417416
False,59750
False,547601
False,509584
False,5459
False,48398
False,573337
False,101657
False,75753
False,141101
False,507278
False,514563
False,423093
False,478724
False,65098
False,527388
True,252495
False,373970
False,109338
False,554471
False,286792
False,202270
False,56486
False,106411
False,170309
False,343322
False,284652
False,466941
False,487131
False,251084
True,153639
False,518524
False,183338
False,11842
False,167356
False,272487
False,102912
False,555472
False,83252
False,262777
False,266666
False,249658
False,291503
False,447413
False,189278
False,456574
False,571953
False,558108
False,460408
False,91716
False,331236
False,27298
False,498610
False,368093
False,512290
False,363326
False,26719
False,107672
False,501652
False,5615
False,122776
False,55539
False,359346
False,238005
False,492627
False,77151
False,242539
False,285477
True,511127
False,31604
False,494991
False,428375
False,177947
False,308977
False,495122
False,200642
False,74554
False,365626
False,503561
False,246489
False,317911
False,264127
False,196558
False,236574
False,415647
False,110217
False,266571
False,195355
False,480939
False,184611
False,222369
False,354278
False,316862
False,470957
False,308536
False,53624
False,387358
False,438095
False,333586
False,515531
False,205605
False,576398
False,264244
True,516856
False,333823
False,327813
False,265796
False,476802
True,19501
False,74411
False,442132
False,574882
False,554015
True,190689
False,28236
False,287270
False,203635
False,460987
False,39619
False,399178
False,559816
False,268478
False,212381
False,274753
False,186483
False,533255
False,369543
False,174507
False,574654
False,63516
False,514402
False,154518
False,401705
True,388512
False,211905
True,305156
False,331392
False,357402
False,41998
False,89870
False,498630
False,481026
False,452341
False,164390
False,150932
False,49141
False,366802
False,570477
False,252868
False,89558
False,104846
False,192291
False,347836
False,99961
False,333020
False,255480
False,56664
False,138579
False,77707
False,135561
False,202387
False,1386
False,546124
False,311149
False,481441
False,290285
False,332816
False,44260
False,282366
False,540452
False,557886
False,214801
False,186317
False,241591
True,380330
False,538619
False,537866
False,71784
False,552112
True,434561
False,292294
False,178299
False,74390
False,98210
False,487869
True,454143
False,423423
False,232488
False,367977
False,202583
False,494175
False,396838
False,294795
False,549301
False,144562
True,338802
False,507101
False,4125
False,482974
False,138819
False,381460
False,370697
False,561088
False,315012
False,340019
False,464786
False,251509
False,444495
False,191615
False,70923
False,128116
False,406805
False,35884
False,571880
False,47684
False,530019
False,87871
False,14494
False,74081
True,493905
False,486369
False,314034
False,107783
False,448732
False,408624
False,105102
False,399971
False,396252
False,476000
False,423488
False,163033
False,482694
False,138518
False,83736
False,559225
False,560542
False,212690
False,551665
False,546823
False,445306
False,67347
False,115637
False,268227
False,250958
False,309795
False,263664
False,561889
False,195942
False,21084
False,269873
False,206548
False,427239
False,377576
False,565834
False,454068
False,515916
False,572090
False,6327
False,37697
False,87618
False,358024
True,416477
False,109777
False,438979
False,184700
True,291696
False,474353
True,575835
False,437391
False,455482
False,463266
False,48707
False,539879
False,477724
False,252775
False,465478
False,557931
False,37074
False,340612
False,416818
False,187286
True,319440
False,232701
False,348904
False,550112
False,31588
False,292845
False,55418
False,28742
False,436287
False,416181
False,28658
True,78436
False,333152
False,422778
False,418699
False,418492
True,503155
False,24536
False,7232
False,223203
False,376278
False,20702
False,444445
False,344894
False,122588
False,204612
False,177917
False,79971
False,492213
False,142000
False,306803
False,206398
False,292907
False,92064
False,281330
False,413432
False,90051
False,336265
False,531987
False,280808
False,267388
False,517565
False,303944
False,557119
False,525152
True,404546
False,413668
False,459566
False,40348
False,369367
False,400581
False,178285
False,501875
False,517510
False,322008
False,176174
False,244254
False,130681
False,225015
False,286450
False,103017
False,240457
False,27674
False,445573
False,149232
False,280764
False,541288
False,512143
False,565381
False,529248
True,486545
False,363325
False,22059
False,530342
True,181837
False,334997
False,465826
False,181815
False,316157
False,474827
False,30383
False,154584
False,556341
True,289971
False,397461
False,540133
False,47718
False,545867
False,128372
False,153824
False,319095
False,277384
False,90257
False,62923
False,346367
False,414162
True,533976
False,46353
False,408258
False,212715
False,404972
False,465153
False,415967
False,295745
False,479919
True,390689
False,74348
False,161354
False,408492
False,112951
False,53842
False,117105
False,251474
False,560756
False,92685
False,234383
False,246503
False,88835
False,15956
False,210777
False,407548
False,533231
False,95899
False,574280
False,288905
False,369094
False,235987
False,36768
False,428535
False,65289
False,312329
False,380935
False,74714
False,486457
False,377244
False,224594
False,212901
False,271881
False,400406
False,459396
False,572012
True,393534
False,547137
False,56397
False,279256
False,302599
False,226034
False,351566
False,528189
False,288776
False,175154
False,411653
False,307567
False,482197
False,65567
False,407301
False,364525
False,125955
False,410710
False,87322
False,93534
False,123995
False,62276
False,564735
False,505818
False,5508
False,300558
False,310882
False,157931
False,156823
False,27578
False,575666
False,103870
False,473910
False,395527
False,135267
False,170968
False,454205
False,117645
False,287322
False,510572
False,122238
False,562602
False,95990
True,367850
False,445010
False,139309
False,327702
False,73671
False,275304
False,323494
False,501867
False,365855
True,215176
False,44093
False,408227
False,526645
False,388281
False,275663
False,220101
False,267972
False,373060
False,229654
False,584
True,214571
False,421202
False,544623
False,515275
False,352835
False,48742
False,406033
False,165522
False,34909
False,282440
False,580932
False,288042
False,415269
False,112818
False,363460
False,165039
False,9105
False,239244
False,304849
False,74828
False,40878
False,37790
False,210230
False,342532
False,417248
False,211186
False,29730
False,213389
False,272223
False,229207
False,475743
False,440015
False,447253
False,467685
False,448944
False,497261
False,2212
False,486864
False,335688
False,539395
False,487167
False,67634
True,82940
True,376347
False,367961
False,355458
False,259728
False,429586
False,125821
False,101752
False,198072
False,230582
False,300383
False,315603
False,325668
False,422894
False,42711
False,407700
False,534900
False,286186
False,246012
False,382951
False,385130
False,400880
False,502281
True,291262
False,355394
False,491736
False,63677
False,143453
False,418219
False,190064
False,573830
False,83761
False,29639
False,186788
True,512941
False,334015
False,465123
False,47570
False,278506
False,116377
False,456670
False,56852
False,479908
False,369259
False,547504
False,377417
False,266820
False,243213
False,56158
False,302588
True,376900
False,183031
False,393480
False,472803
False,344029
False,561677
False,572215
False,342952
True,118614
False,354668
False,405563
False,325147
False,491955
False,553030
False,70910
False,362545
False,233817
False,219411
False,554161
False,497797
False,209062
False,434371
False,530848
False,311882
False,226374
False,53956
False,531023
False,133281
False,152702
False,67162
False,419384
False,264962
False,451496
False,69768
False,267242
False,480568
False,39196
False,271873
False,416559
False,470960
False,476605
False,268092
False,212445
False,317061
False,361572
False,32248
True,331858
False,264625
False,18367
False,124300
False,308702
False,378764
False,360307
False,63140
False,537393
False,265628
False,318139
False,39520
False,379844
False,560054
False,314849
False,335590
False,303308
False,58758
False,259519
False,351718
False,581226
False,341659
False,463620
False,481710
False,376712
False,52179
False,537617
False,575205
False,512547
False,559136
False,15307
False,533407
False,503316
False,268918
False,27002
False,215226
False,539340
False,112437
False,557804
False,262938
False,21968
False,433892
False,511221
False,299148
True,354070
False,445602
False,442394
False,56104
False,108677
True,300326
False,578974
True,469200
False,571483
False,579947
False,172608
False,53361
False,26388
False,419748
False,266311
False,528091
False,12570
False,122274
False,226472
False,355792
False,428231
False,295423
False,558350
False,37477
False,203615
True,546667
False,239992
False,199554
False,246364
False,197118
True,250309
False,75963
False,238866
False,547524
False,421134
False,181217
False,335407
False,465591
False,240087
False,276950
False,447378
False,398540
False,140783
False,411191
False,152041
False,547770
False,530750
False,267815
False,19471
False,49586
False,323951
False,436195
False,492544
False,546228
False,461650
False,419087
False,249682
False,544060
False,202093
False,99728
False,184389
False,73669
False,253285
False,212199
True,445250
True,479035
False,319721
False,267176
False,410096
False,108380
False,218528
False,20470
True,335824
False,86137
False,489117
True,378116
False,160941
False,236528
False,499033
False,154011
False,165773
False,364104
False,108375
False,300865
False,332315
False,376822
False,529383
False,570178
False,317216
True,42979
False,442461
False,264581
False,31838
False,534026
False,372678
False,561763
False,417264
False,479936
False,126642
False,466694
False,352901
False,70408
True,417016
False,569298
False,510293
False,551934
False,165671
False,226524
False,116603
False,270325
True,6151
False,82229
False,251585
False,398098
False,180327
False,528311
False,141518
False,208043
False,283188
False,105021
False,157497
False,383322
False,312117
False,208311
True,338501
False,47346
False,374629
False,425608
False,134306
False,147890
False,358079
False,306812
False,211108
True,193444
False,255824
False,527625
False,495367
False,463732
False,568439
False,516194
False,427096
False,556591
False,445964
False,234592
False,213366
False,208008
False,85236
False,373461
False,454854
False,57796
True,316007
False,191363
False,336688
False,489476
False,440724
False,146256
False,501258
True,18444
False,133791
False,540864
False,304760
False,179118
False,13284
False,361193
False,326113
False,113852
False,377804
False,306230
False,289754
False,552502
False,580842
False,214265
False,506127
False,243750
True,227928
False,223450
False,220364
False,235700
False,497558
False,426807
False,101952
False,444926
False,407377
False,265372
False,200495
False,303252
False,97989
False,79111
False,322795
False,24932
False,35400
False,253141
False,346950
False,219467
False,123509
False,88802
False,200489
False,231868
False,8471
False,436878
False,366116
False,191230
False,401971
False,368885
False,504021
False,219897
False,411541
False,509652
False,326222
True,461996
False,369256
False,426996
False,339042
False,170232
False,47619
False,121316
False,255575
False,567240
False,479477
False,102805
False,379781
False,231609
False,467776
False,515820
False,551167
False,280249
False,335833
False,116717
False,254204
False,342704
False,473843
False,574304
False,278675
False,54406
False,197461
True,333665
False,97218
False,471455
False,383508
False,237920
False,549830
False,83014
False,536248
False,387678
False,296769
False,344902
False,235200
False,291560
False,37282
False,189280
False,357117
False,444799
False,193707
False,409588
False,322263
False,444373
False,336741
False,142322
True,625
False,471936
True,400175
False,253109
False,368349
False,453704
False,473706
False,421873
True,540503
False,310131
False,59106
False,302219
False,229114
False,425634
False,30109
False,516071
False,412136
False,270406
False,29438
False,447270
False,373393
False,363423
False,129794
False,507370
False,9908
False,289342
False,46025
False,387243
False,168531
True,164680
False,527865
False,25234
False,283181
False,278646
False,113338
False,289698
False,202241
False,578836
False,577385
False,150948
False,183412
False,376441
False,413472
False,284987
False,512463
False,489187
False,382310
False,191360
False,99410
False,128503
False,549714
False,333654
False,534266
False,105261
False,107340
False,429806
False,308582
False,274422
False,485752
False,524456
False,355095
False,308996
False,153832
False,234997
False,155860
False,481200
False,432327
False,65085
False,175477
False,320290
True,532689
False,332722
False,156276
False,288569
False,268547
False,31041
False,438
False,106834
False,181403
False,443723
False,284220
False,198661
False,296604
False,230625
False,338041
False,363917
False,80401
False,572584
False,216432
False,331271
False,26383
False,425135
False,86221
True,211325
False,502860
False,343504
False,15109
False,126014
False,76250
False,431948
True,185945
False,223415
False,121101
True,31202
False,310685
False,375654
False,531906
False,61354
False,362480
False,446506
False,90983
False,279692
False,245356
False,71206
False,426629
False,299717
False,155937
False,515198
False,213288
False,419015
False,480641
False,571047
False,534553
False,60835
False,267719
False,417141
False,482834
False,166932
False,178606
False,550403
False,262371
False,17967
False,506748
True,506950
False,357379
False,536711
False,55514
False,575356
False,397279
False,372885
False,221247
False,429323
False,398596
False,95774
False,468771
False,147142
False,237964
False,235471
False,218379
False,160932
False,205392
False,130973
False,375128
False,413602
False,335132
False,419612
False,28263
False,203076
False,518127
False,311887
False,469192
False,25673
False,536498
False,51495
False,63230
False,360701
False,228340
False,284725
False,131418
False,572500
False,1877
False,29403
False,453009
False,535524
False,427343
False,168260
False,455698
False,525025
False,488232
False,32275
False,463021
False,415823
False,437662
False,254778
False,129060
False,98276
False,39928
False,562559
True,563045
False,445187
False,127882
False,349939
False,166853
False,416644
False,202672
False,477494
False,131113
False,108129
False,290957
True,93493
False,499918
False,347982
False,1307
False,107177
False,457217
False,108283
False,388322
False,193712
False,163803
False,357074
False,466575
False,425848
False,21674
False,79498
True,345149
False,143275
False,473608
False,66271
False,65267
False,34489
False,357076
False,12998
False,565722
True,492282
False,367743
False,19938
False,557510
False,226247
False,281288
False,369144
False,517772
False,167692
False,296477
False,228435
False,97507
False,550396
True,116173
False,451680
False,512086
False,96459
False,543254
False,386370
False,470366
False,14450
False,415376
True,572749
False,109213
False,433963
False,338439
False,241027
True,102599
False,308175
False,470112
False,474777
False,360716
False,499662
False,38000
False,487679
False,154710
False,536067
False,147839
False,528342
False,238152
False,151
False,93246
False,399791
False,241312
True,506061
False,495387
False,546517
False,104397
False,299802
False,228746
False,56971
False,84324
False,283631
False,247788
False,332498
False,279385
False,517460
False,263202
False,225562
False,186554
False,296994
False,280238
False,375580
False,300157
False,320203
False,378101
False,358828
False,403619
False,22236
False,269006
False,447182
False,484281
False,230227
False,26281
False,517047
False,464629
False,184518
False,542090
False,448958
False,138963
False,402527
False,486139
False,482984
True,163992
False,359162
False,297304
False,484065
False,58464
False,210990
False,550356
False,67959
True,291009
False,340217
False,224445
False,308432
False,452615
True,345751
False,9865
False,291597
False,540160
True,461898
False,564612
False,167525
False,341900
False,263276
False,524677
False,312024
False,322827
False,195165
False,454915
True,362884
False,329939
False,310196
False,202752
False,46912
False,555597
False,211810
False,321039
True,471117
False,70421
True,427762
False,386299
False,457060
False,127920
False,561500
False,456003
False,577343
False,290289
False,61288
False,61266
False,527056
False,566608
False,184916
False,555982
True,88576
True,51175
False,6747
False,208196
False,123849
False,148193
False,330967
False,27377
False,100661
False,552589
False,411405
False,513980
False,181697
False,69705
False,305358
False,227073
False,464736
False,554664
False,450391
False,321902
False,189267
False,7088
False,70156
False,321851
False,143329
True,350668
False,443650
False,303003
False,278401
False,338258
True,548544
False,474356
False,455758
False,348042
False,112443
False,504487
False,55809
False,577643
False,162295
False,502410
False,226801
False,140204
False,442612
False,109005
False,341886
False,286439
False,722
False,530904
False,4020
True,118564
False,459644
False,344921
False,116526
True,193112
False,412586
False,501439
False,438427
False,466763
False,95176
False,161781
True,309284
False,238822
False,224391
False,2290
False,454979
False,349052
False,266418
False,485856
False,304812
False,516328
False,180410
False,9248
False,332448
False,237697
False,527822
False,107277
False,57377
False,359037
False,546473
False,377952
False,322119
False,325944
False,332815
False,126216
False,385196
True,296649
False,57631
False,552569
False,151235
False,578383
False,248187
False,475904
False,340317
False,315037
False,430602
False,73973
False,19532
False,299986
True,544857
False,272171
False,252448
False,134770
False,364806
False,374028
False,470292
False,198796
False,163602
False,405729
False,517198
False,461187
False,342510
False,225075
False,73885
False,60402
False,187844
False,132568
